"weather_id","location_id","timestamp","temp_c","precip_mm","is_rain","created_at"
90,4,2024-09-22 18:00:00.000 +0300,39.2,0.0,false,2026-01-19 16:03:55.557 +0200
91,4,2024-09-22 19:00:00.000 +0300,37.5,0.0,false,2026-01-19 16:03:55.557 +0200
92,4,2024-09-22 20:00:00.000 +0300,35.8,0.0,false,2026-01-19 16:03:55.557 +0200
93,4,2024-09-22 21:00:00.000 +0300,34.0,0.0,false,2026-01-19 16:03:55.557 +0200
94,4,2024-09-22 22:00:00.000 +0300,32.6,0.0,false,2026-01-19 16:03:55.557 +0200
95,4,2024-09-22 23:00:00.000 +0300,31.2,0.0,false,2026-01-19 16:03:55.557 +0200
96,4,2024-09-23 00:00:00.000 +0300,30.1,0.0,false,2026-01-19 16:03:55.557 +0200
97,5,2024-09-22 01:00:00.000 +0300,26.2,0.0,false,2026-01-19 16:03:55.557 +0200
98,5,2024-09-22 02:00:00.000 +0300,25.6,0.0,false,2026-01-19 16:03:55.557 +0200
99,5,2024-09-22 03:00:00.000 +0300,25.0,0.0,false,2026-01-19 16:03:55.557 +0200
100,5,2024-09-22 04:00:00.000 +0300,24.6,0.0,false,2026-01-19 16:03:55.557 +0200
101,5,2024-09-22 05:00:00.000 +0300,24.2,0.0,false,2026-01-19 16:03:55.557 +0200
102,5,2024-09-22 06:00:00.000 +0300,24.5,0.0,false,2026-01-19 16:03:55.557 +0200
103,5,2024-09-22 07:00:00.000 +0300,25.8,0.0,false,2026-01-19 16:03:55.557 +0200
104,5,2024-09-22 08:00:00.000 +0300,28.5,0.0,false,2026-01-19 16:03:55.557 +0200
105,5,2024-09-22 09:00:00.000 +0300,31.6,0.0,false,2026-01-19 16:03:55.557 +0200
106,5,2024-09-22 10:00:00.000 +0300,34.8,0.0,false,2026-01-19 16:03:55.557 +0200
107,5,2024-09-22 11:00:00.000 +0300,37.9,0.0,false,2026-01-19 16:03:55.557 +0200
108,5,2024-09-22 12:00:00.000 +0300,40.3,0.0,false,2026-01-19 16:03:55.557 +0200
109,5,2024-09-22 13:00:00.000 +0300,42.0,0.0,false,2026-01-19 16:03:55.557 +0200
110,5,2024-09-22 14:00:00.000 +0300,43.1,0.0,false,2026-01-19 16:03:55.557 +0200
111,5,2024-09-22 15:00:00.000 +0300,43.8,0.0,false,2026-01-19 16:03:55.557 +0200
112,5,2024-09-22 16:00:00.000 +0300,43.2,0.1,false,2026-01-19 16:03:55.557 +0200
113,5,2024-09-22 17:00:00.000 +0300,41.9,0.0,false,2026-01-19 16:03:55.557 +0200
114,5,2024-09-22 18:00:00.000 +0300,40.1,0.0,false,2026-01-19 16:03:55.557 +0200
115,5,2024-09-22 19:00:00.000 +0300,38.0,0.0,false,2026-01-19 16:03:55.557 +0200
116,5,2024-09-22 20:00:00.000 +0300,35.9,0.0,false,2026-01-19 16:03:55.557 +0200
117,5,2024-09-22 21:00:00.000 +0300,33.7,0.0,false,2026-01-19 16:03:55.557 +0200
118,5,2024-09-22 22:00:00.000 +0300,31.9,0.0,false,2026-01-19 16:03:55.557 +0200
119,5,2024-09-22 23:00:00.000 +0300,30.4,0.0,false,2026-01-19 16:03:55.557 +0200
120,5,2024-09-23 00:00:00.000 +0300,29.1,0.0,false,2026-01-19 16:03:55.557 +0200
121,1,2024-09-23 01:00:00.000 +0300,27.1,0.0,false,2026-01-19 16:03:55.557 +0200
122,1,2024-09-23 04:00:00.000 +0300,25.6,0.0,false,2026-01-19 16:03:55.557 +0200
123,1,2024-09-23 07:00:00.000 +0300,26.8,0.0,false,2026-01-19 16:03:55.557 +0200
124,1,2024-09-23 10:00:00.000 +0300,33.4,0.0,false,2026-01-19 16:03:55.557 +0200
125,1,2024-09-23 13:00:00.000 +0300,39.0,0.0,false,2026-01-19 16:03:55.557 +0200
126,1,2024-09-23 16:00:00.000 +0300,40.0,0.0,false,2026-01-19 16:03:55.557 +0200
127,1,2024-09-23 19:00:00.000 +0300,35.8,0.0,false,2026-01-19 16:03:55.557 +0200
128,1,2024-09-23 22:00:00.000 +0300,30.5,0.0,false,2026-01-19 16:03:55.557 +0200
129,2,2024-09-23 01:00:00.000 +0300,27.9,0.0,false,2026-01-19 16:03:55.557 +0200
130,2,2024-09-23 04:00:00.000 +0300,26.5,0.0,false,2026-01-19 16:03:55.557 +0200
131,2,2024-09-23 07:00:00.000 +0300,27.9,0.0,false,2026-01-19 16:03:55.557 +0200
132,2,2024-09-23 10:00:00.000 +0300,34.1,0.0,false,2026-01-19 16:03:55.557 +0200
133,2,2024-09-23 13:00:00.000 +0300,40.0,0.0,false,2026-01-19 16:03:55.557 +0200
134,2,2024-09-23 16:00:00.000 +0300,41.2,0.0,false,2026-01-19 16:03:55.557 +0200
135,2,2024-09-23 19:00:00.000 +0300,36.7,0.0,false,2026-01-19 16:03:55.557 +0200
136,2,2024-09-23 22:00:00.000 +0300,31.4,0.0,false,2026-01-19 16:03:55.557 +0200
137,3,2024-09-23 01:00:00.000 +0300,26.5,0.0,false,2026-01-19 16:03:55.557 +0200
138,3,2024-09-23 04:00:00.000 +0300,25.0,0.0,false,2026-01-19 16:03:55.557 +0200
139,3,2024-09-23 07:00:00.000 +0300,26.2,0.0,false,2026-01-19 16:03:55.557 +0200
140,3,2024-09-23 10:00:00.000 +0300,32.6,0.0,false,2026-01-19 16:03:55.557 +0200
141,3,2024-09-23 13:00:00.000 +0300,38.0,0.0,false,2026-01-19 16:03:55.557 +0200
142,3,2024-09-23 16:00:00.000 +0300,39.1,0.0,false,2026-01-19 16:03:55.557 +0200
143,3,2024-09-23 19:00:00.000 +0300,34.5,0.0,false,2026-01-19 16:03:55.557 +0200
144,3,2024-09-23 22:00:00.000 +0300,29.6,0.0,false,2026-01-19 16:03:55.557 +0200
145,4,2024-09-23 01:00:00.000 +0300,28.3,0.0,false,2026-01-19 16:03:55.557 +0200
146,4,2024-09-23 04:00:00.000 +0300,27.1,0.0,false,2026-01-19 16:03:55.557 +0200
147,4,2024-09-23 07:00:00.000 +0300,28.6,0.0,false,2026-01-19 16:03:55.557 +0200
148,4,2024-09-23 10:00:00.000 +0300,35.1,0.0,false,2026-01-19 16:03:55.557 +0200
149,4,2024-09-23 13:00:00.000 +0300,41.0,0.0,false,2026-01-19 16:03:55.557 +0200
150,4,2024-09-23 16:00:00.000 +0300,42.0,0.0,false,2026-01-19 16:03:55.557 +0200
151,4,2024-09-23 19:00:00.000 +0300,37.2,0.0,false,2026-01-19 16:03:55.557 +0200
152,4,2024-09-23 22:00:00.000 +0300,32.4,0.0,false,2026-01-19 16:03:55.557 +0200
153,5,2024-09-23 01:00:00.000 +0300,25.8,0.0,false,2026-01-19 16:03:55.557 +0200
154,5,2024-09-23 04:00:00.000 +0300,24.2,0.0,false,2026-01-19 16:03:55.557 +0200
155,5,2024-09-23 07:00:00.000 +0300,26.0,0.0,false,2026-01-19 16:03:55.557 +0200
156,5,2024-09-23 10:00:00.000 +0300,34.5,0.0,false,2026-01-19 16:03:55.557 +0200
157,5,2024-09-23 13:00:00.000 +0300,42.1,0.0,false,2026-01-19 16:03:55.557 +0200
158,5,2024-09-23 16:00:00.000 +0300,43.0,0.2,false,2026-01-19 16:03:55.557 +0200
159,5,2024-09-23 19:00:00.000 +0300,37.9,0.0,false,2026-01-19 16:03:55.557 +0200
160,5,2024-09-23 22:00:00.000 +0300,31.8,0.0,false,2026-01-19 16:03:55.557 +0200
161,1,2024-09-23 02:00:00.000 +0300,26.6,0.0,false,2026-01-19 16:03:55.557 +0200
162,1,2024-09-23 03:00:00.000 +0300,26.0,0.0,false,2026-01-19 16:03:55.557 +0200
163,1,2024-09-23 05:00:00.000 +0300,25.4,0.0,false,2026-01-19 16:03:55.557 +0200
164,1,2024-09-23 06:00:00.000 +0300,25.7,0.0,false,2026-01-19 16:03:55.557 +0200
165,1,2024-09-23 08:00:00.000 +0300,28.6,0.0,false,2026-01-19 16:03:55.557 +0200
166,1,2024-09-23 09:00:00.000 +0300,31.0,0.0,false,2026-01-19 16:03:55.557 +0200
167,1,2024-09-23 11:00:00.000 +0300,35.6,0.0,false,2026-01-19 16:03:55.557 +0200
168,1,2024-09-23 12:00:00.000 +0300,37.5,0.0,false,2026-01-19 16:03:55.557 +0200
169,1,2024-09-23 14:00:00.000 +0300,39.8,0.0,false,2026-01-19 16:03:55.557 +0200
170,1,2024-09-23 15:00:00.000 +0300,40.3,0.0,false,2026-01-19 16:03:55.557 +0200
171,1,2024-09-23 17:00:00.000 +0300,39.4,0.0,false,2026-01-19 16:03:55.557 +0200
172,1,2024-09-23 18:00:00.000 +0300,37.9,0.0,false,2026-01-19 16:03:55.557 +0200
173,1,2024-09-23 20:00:00.000 +0300,34.0,0.0,false,2026-01-19 16:03:55.557 +0200
174,1,2024-09-23 21:00:00.000 +0300,32.1,0.0,false,2026-01-19 16:03:55.557 +0200
175,1,2024-09-23 23:00:00.000 +0300,29.4,0.0,false,2026-01-19 16:03:55.557 +0200
176,1,2024-09-24 00:00:00.000 +0300,28.2,0.0,false,2026-01-19 16:03:55.557 +0200
177,2,2024-09-23 02:00:00.000 +0300,27.3,0.0,false,2026-01-19 16:03:55.557 +0200
178,2,2024-09-23 03:00:00.000 +0300,26.8,0.0,false,2026-01-19 16:03:55.557 +0200
179,2,2024-09-23 05:00:00.000 +0300,26.1,0.0,false,2026-01-19 16:03:55.557 +0200
180,2,2024-09-23 06:00:00.000 +0300,26.6,0.0,false,2026-01-19 16:03:55.557 +0200
181,2,2024-09-23 08:00:00.000 +0300,29.2,0.0,false,2026-01-19 16:03:55.557 +0200
182,2,2024-09-23 09:00:00.000 +0300,31.6,0.0,false,2026-01-19 16:03:55.557 +0200
183,2,2024-09-23 11:00:00.000 +0300,36.3,0.0,false,2026-01-19 16:03:55.557 +0200
184,2,2024-09-23 12:00:00.000 +0300,38.3,0.0,false,2026-01-19 16:03:55.557 +0200
185,2,2024-09-23 14:00:00.000 +0300,40.6,0.0,false,2026-01-19 16:03:55.557 +0200
186,2,2024-09-23 15:00:00.000 +0300,41.0,0.0,false,2026-01-19 16:03:55.557 +0200
187,2,2024-09-23 17:00:00.000 +0300,40.1,0.0,false,2026-01-19 16:03:55.557 +0200
188,2,2024-09-23 18:00:00.000 +0300,38.6,0.0,false,2026-01-19 16:03:55.557 +0200
189,2,2024-09-23 20:00:00.000 +0300,34.8,0.0,false,2026-01-19 16:03:55.557 +0200
190,2,2024-09-23 21:00:00.000 +0300,33.0,0.0,false,2026-01-19 16:03:55.557 +0200
191,2,2024-09-23 23:00:00.000 +0300,30.3,0.0,false,2026-01-19 16:03:55.557 +0200
192,2,2024-09-24 00:00:00.000 +0300,29.1,0.0,false,2026-01-19 16:03:55.557 +0200
193,3,2024-09-23 02:00:00.000 +0300,26.0,0.0,false,2026-01-19 16:03:55.557 +0200
194,3,2024-09-23 03:00:00.000 +0300,25.5,0.0,false,2026-01-19 16:03:55.557 +0200
195,3,2024-09-23 05:00:00.000 +0300,24.8,0.0,false,2026-01-19 16:03:55.557 +0200
196,3,2024-09-23 06:00:00.000 +0300,25.1,0.0,false,2026-01-19 16:03:55.557 +0200
197,3,2024-09-23 08:00:00.000 +0300,28.0,0.0,false,2026-01-19 16:03:55.557 +0200
198,3,2024-09-23 09:00:00.000 +0300,30.2,0.0,false,2026-01-19 16:03:55.557 +0200
199,3,2024-09-23 11:00:00.000 +0300,34.8,0.0,false,2026-01-19 16:03:55.557 +0200
200,3,2024-09-23 12:00:00.000 +0300,36.6,0.0,false,2026-01-19 16:03:55.557 +0200
201,3,2024-09-23 14:00:00.000 +0300,38.9,0.0,false,2026-01-19 16:03:55.557 +0200
202,3,2024-09-23 15:00:00.000 +0300,39.3,0.0,false,2026-01-19 16:03:55.557 +0200
203,3,2024-09-23 17:00:00.000 +0300,38.4,0.0,false,2026-01-19 16:03:55.557 +0200
204,3,2024-09-23 18:00:00.000 +0300,36.9,0.0,false,2026-01-19 16:03:55.557 +0200
205,3,2024-09-23 20:00:00.000 +0300,33.4,0.0,false,2026-01-19 16:03:55.557 +0200
206,3,2024-09-23 21:00:00.000 +0300,31.6,0.0,false,2026-01-19 16:03:55.557 +0200
207,3,2024-09-23 23:00:00.000 +0300,28.9,0.0,false,2026-01-19 16:03:55.557 +0200
208,3,2024-09-24 00:00:00.000 +0300,27.7,0.0,false,2026-01-19 16:03:55.557 +0200
209,4,2024-09-23 02:00:00.000 +0300,27.8,0.0,false,2026-01-19 16:03:55.557 +0200
210,4,2024-09-23 03:00:00.000 +0300,27.3,0.0,false,2026-01-19 16:03:55.557 +0200
211,4,2024-09-23 05:00:00.000 +0300,26.8,0.0,false,2026-01-19 16:03:55.557 +0200
212,4,2024-09-23 06:00:00.000 +0300,27.1,0.0,false,2026-01-19 16:03:55.557 +0200
213,4,2024-09-23 08:00:00.000 +0300,30.0,0.0,false,2026-01-19 16:03:55.557 +0200
214,4,2024-09-23 09:00:00.000 +0300,32.4,0.0,false,2026-01-19 16:03:55.557 +0200
215,4,2024-09-23 11:00:00.000 +0300,36.9,0.0,false,2026-01-19 16:03:55.557 +0200
216,4,2024-09-23 12:00:00.000 +0300,38.9,0.0,false,2026-01-19 16:03:55.557 +0200
217,4,2024-09-23 14:00:00.000 +0300,41.3,0.0,false,2026-01-19 16:03:55.557 +0200
218,4,2024-09-23 15:00:00.000 +0300,41.7,0.0,false,2026-01-19 16:03:55.557 +0200
219,4,2024-09-23 17:00:00.000 +0300,40.9,0.0,false,2026-01-19 16:03:55.557 +0200
220,4,2024-09-23 18:00:00.000 +0300,39.5,0.0,false,2026-01-19 16:03:55.557 +0200
221,4,2024-09-23 20:00:00.000 +0300,36.1,0.0,false,2026-01-19 16:03:55.557 +0200
222,4,2024-09-23 21:00:00.000 +0300,34.3,0.0,false,2026-01-19 16:03:55.557 +0200
223,4,2024-09-23 23:00:00.000 +0300,31.6,0.0,false,2026-01-19 16:03:55.557 +0200
224,4,2024-09-24 00:00:00.000 +0300,30.4,0.0,false,2026-01-19 16:03:55.557 +0200
225,5,2024-09-23 02:00:00.000 +0300,24.9,0.0,false,2026-01-19 16:03:55.557 +0200
226,5,2024-09-23 03:00:00.000 +0300,24.4,0.0,false,2026-01-19 16:03:55.557 +0200
227,5,2024-09-23 05:00:00.000 +0300,23.8,0.0,false,2026-01-19 16:03:55.557 +0200
228,5,2024-09-23 06:00:00.000 +0300,24.2,0.0,false,2026-01-19 16:03:55.557 +0200
229,5,2024-09-23 08:00:00.000 +0300,27.8,0.0,false,2026-01-19 16:03:55.557 +0200
230,5,2024-09-23 09:00:00.000 +0300,30.9,0.0,false,2026-01-19 16:03:55.557 +0200
231,5,2024-09-23 11:00:00.000 +0300,36.5,0.0,false,2026-01-19 16:03:55.557 +0200
232,5,2024-09-23 12:00:00.000 +0300,39.0,0.0,false,2026-01-19 16:03:55.557 +0200
233,5,2024-09-23 14:00:00.000 +0300,42.5,0.0,false,2026-01-19 16:03:55.557 +0200
234,5,2024-09-23 15:00:00.000 +0300,43.0,0.0,false,2026-01-19 16:03:55.557 +0200
235,5,2024-09-23 17:00:00.000 +0300,41.6,0.0,false,2026-01-19 16:03:55.557 +0200
236,5,2024-09-23 18:00:00.000 +0300,39.8,0.0,false,2026-01-19 16:03:55.557 +0200
237,5,2024-09-23 20:00:00.000 +0300,36.6,0.0,false,2026-01-19 16:03:55.557 +0200
238,5,2024-09-23 21:00:00.000 +0300,34.4,0.0,false,2026-01-19 16:03:55.557 +0200
239,5,2024-09-23 23:00:00.000 +0300,31.7,0.0,false,2026-01-19 16:03:55.557 +0200
240,5,2024-09-24 00:00:00.000 +0300,30.2,0.0,false,2026-01-19 16:03:55.557 +0200
241,1,2024-09-24 01:00:00.000 +0300,26.9,0.0,false,2026-01-19 16:03:55.557 +0200
242,1,2024-09-24 04:00:00.000 +0300,25.5,0.0,false,2026-01-19 16:03:55.557 +0200
243,1,2024-09-24 07:00:00.000 +0300,26.6,0.0,false,2026-01-19 16:03:55.557 +0200
244,1,2024-09-24 10:00:00.000 +0300,33.1,0.0,false,2026-01-19 16:03:55.557 +0200
245,1,2024-09-24 13:00:00.000 +0300,38.8,0.0,false,2026-01-19 16:03:55.557 +0200
246,1,2024-09-24 16:00:00.000 +0300,39.7,0.0,false,2026-01-19 16:03:55.557 +0200
247,1,2024-09-24 19:00:00.000 +0300,35.5,0.0,false,2026-01-19 16:03:55.557 +0200
248,1,2024-09-24 22:00:00.000 +0300,30.2,0.0,false,2026-01-19 16:03:55.557 +0200
249,2,2024-09-24 01:00:00.000 +0300,27.7,0.0,false,2026-01-19 16:03:55.557 +0200
250,2,2024-09-24 04:00:00.000 +0300,26.4,0.0,false,2026-01-19 16:03:55.557 +0200
251,2,2024-09-24 07:00:00.000 +0300,27.6,0.0,false,2026-01-19 16:03:55.557 +0200
252,2,2024-09-24 10:00:00.000 +0300,33.8,0.0,false,2026-01-19 16:03:55.557 +0200
253,2,2024-09-24 13:00:00.000 +0300,39.6,0.0,false,2026-01-19 16:03:55.557 +0200
254,2,2024-09-24 16:00:00.000 +0300,40.9,0.0,false,2026-01-19 16:03:55.557 +0200
255,2,2024-09-24 19:00:00.000 +0300,36.3,0.0,false,2026-01-19 16:03:55.557 +0200
256,2,2024-09-24 22:00:00.000 +0300,31.0,0.0,false,2026-01-19 16:03:55.557 +0200
257,3,2024-09-24 01:00:00.000 +0300,26.3,0.0,false,2026-01-19 16:03:55.557 +0200
258,3,2024-09-24 04:00:00.000 +0300,24.9,0.0,false,2026-01-19 16:03:55.557 +0200
259,3,2024-09-24 07:00:00.000 +0300,26.0,0.0,false,2026-01-19 16:03:55.557 +0200
260,3,2024-09-24 10:00:00.000 +0300,32.4,0.0,false,2026-01-19 16:03:55.557 +0200
261,3,2024-09-24 13:00:00.000 +0300,37.7,0.0,false,2026-01-19 16:03:55.557 +0200
262,3,2024-09-24 16:00:00.000 +0300,38.8,0.0,false,2026-01-19 16:03:55.557 +0200
263,3,2024-09-24 19:00:00.000 +0300,34.2,0.0,false,2026-01-19 16:03:55.557 +0200
264,3,2024-09-24 22:00:00.000 +0300,29.4,0.0,false,2026-01-19 16:03:55.557 +0200
265,4,2024-09-24 01:00:00.000 +0300,28.1,0.0,false,2026-01-19 16:03:55.557 +0200
266,4,2024-09-24 04:00:00.000 +0300,26.9,0.0,false,2026-01-19 16:03:55.557 +0200
267,4,2024-09-24 07:00:00.000 +0300,28.4,0.0,false,2026-01-19 16:03:55.557 +0200
