"location_id","hour","total_people","avg_dwell","total_vehicles","bad_intervals"
215,2024-09-22 12:00:00.000,910,19.20,,
216,2024-09-22 12:00:00.000,1941,18.16,,
217,2024-09-22 12:00:00.000,1843,17.43,,
218,2024-09-22 12:00:00.000,2066,19.23,,
219,2024-09-22 12:00:00.000,1986,18.54,,
220,2024-09-22 12:00:00.000,1892,17.76,,
221,2024-09-22 12:00:00.000,1522,17.59,,
221,2024-09-22 13:00:00.000,420,21.20,,
222,2024-09-22 13:00:00.000,2184,20.63,,
223,2024-09-22 13:00:00.000,2036,19.65,,
224,2024-09-22 13:00:00.000,2292,21.55,,
225,2024-09-22 13:00:00.000,2085,19.94,,
226,2024-09-22 13:00:00.000,2035,19.41,,
227,2024-09-22 13:00:00.000,2140,20.27,,
228,2024-09-22 13:00:00.000,128,19.30,,
228,2024-09-22 14:00:00.000,2240,22.73,,
229,2024-09-22 14:00:00.000,2248,21.47,,
230,2024-09-22 14:00:00.000,2314,22.08,,
231,2024-09-22 14:00:00.000,2282,21.77,,
232,2024-09-22 14:00:00.000,2222,21.06,,
233,2024-09-22 14:00:00.000,2384,22.84,,
234,2024-09-22 14:00:00.000,670,20.30,,
234,2024-09-22 15:00:00.000,1628,22.35,,
235,2024-09-22 15:00:00.000,2076,20.21,,
236,2024-09-22 15:00:00.000,2066,19.94,,
237,2024-09-22 15:00:00.000,2218,21.29,,
238,2024-09-22 15:00:00.000,2142,20.57,,
239,2024-09-22 15:00:00.000,2252,21.31,,
240,2024-09-22 15:00:00.000,1098,19.00,,
240,2024-09-22 16:00:00.000,1008,21.60,,
241,2024-09-22 16:00:00.000,2064,19.79,,
242,2024-09-22 16:00:00.000,1964,19.03,,
243,2024-09-22 16:00:00.000,2244,21.43,,
244,2024-09-22 16:00:00.000,2154,20.48,,
245,2024-09-22 16:00:00.000,2048,19.74,,
246,2024-09-22 16:00:00.000,1638,19.42,,
246,2024-09-22 17:00:00.000,402,20.60,,
247,2024-09-22 17:00:00.000,2052,19.74,,
248,2024-09-22 17:00:00.000,1946,18.96,,
249,2024-09-22 17:00:00.000,2176,21.01,,
250,2024-09-22 17:00:00.000,1996,19.38,,
251,2024-09-22 17:00:00.000,1942,18.96,,
252,2024-09-22 17:00:00.000,2044,19.67,,
253,2024-09-22 17:00:00.000,122,18.70,,
253,2024-09-22 18:00:00.000,1890,19.50,,
254,2024-09-22 18:00:00.000,1956,19.05,,
255,2024-09-22 18:00:00.000,1934,19.18,,
256,2024-09-22 18:00:00.000,1930,19.11,,
257,2024-09-22 18:00:00.000,1880,18.71,,
258,2024-09-22 18:00:00.000,2030,19.79,,
259,2024-09-22 18:00:00.000,560,17.80,,
259,2024-09-22 19:00:00.000,1304,18.99,,
260,2024-09-22 19:00:00.000,1846,18.52,,
261,2024-09-22 19:00:00.000,1764,17.79,,
262,2024-09-22 19:00:00.000,2042,23.48,,
262,2024-09-22 20:00:00.000,487,24.37,,
263,2024-09-22 19:00:00.000,1440,20.72,,
263,2024-09-22 20:00:00.000,684,21.46,,
264,2024-09-22 19:00:00.000,864,17.75,,
264,2024-09-22 20:00:00.000,850,17.73,,
265,2024-09-22 19:00:00.000,784,23.60,,
265,2024-09-22 20:00:00.000,1488,23.06,,
265,2024-09-22 21:00:00.000,147,23.00,,
266,2024-09-22 20:00:00.000,1124,20.16,,
266,2024-09-22 21:00:00.000,923,21.20,,
267,2024-09-22 20:00:00.000,953,17.66,,
267,2024-09-22 21:00:00.000,727,17.57,,
268,2024-09-22 20:00:00.000,859,22.38,,
268,2024-09-22 21:00:00.000,1299,20.85,,
269,2024-09-22 21:00:00.000,951,19.65,,
269,2024-09-22 22:00:00.000,945,19.61,,
270,2024-09-22 21:00:00.000,1112,17.24,,
270,2024-09-22 22:00:00.000,503,17.36,,
271,2024-09-22 21:00:00.000,772,20.57,,
271,2024-09-22 22:00:00.000,1115,18.64,,
272,2024-09-22 22:00:00.000,975,18.37,,
272,2024-09-22 23:00:00.000,732,18.09,,
273,2024-09-22 22:00:00.000,1151,17.68,,
273,2024-09-22 23:00:00.000,470,16.40,,
274,2024-09-22 22:00:00.000,664,16.49,,
274,2024-09-22 23:00:00.000,852,16.68,,
275,2024-09-22 23:00:00.000,840,14.65,,
275,2024-09-23 00:00:00.000,358,14.10,,
276,2024-09-22 23:00:00.000,594,13.70,,
276,2024-09-23 00:00:00.000,438,13.36,,
277,2024-09-22 23:00:00.000,697,14.64,,
277,2024-09-23 00:00:00.000,455,13.47,,
278,2024-09-22 23:00:00.000,850,14.72,,
278,2024-09-23 00:00:00.000,365,14.18,,
279,2024-09-22 23:00:00.000,539,13.84,,
279,2024-09-23 00:00:00.000,507,13.44,,
280,2024-09-22 23:00:00.000,824,14.43,,
280,2024-09-23 00:00:00.000,299,13.02,,
281,2024-09-23 00:00:00.000,232,14.53,,
281,2024-09-23 01:00:00.000,748,12.75,,
282,2024-09-23 01:00:00.000,834,12.21,,
283,2024-09-23 01:00:00.000,836,12.23,,
284,2024-09-23 01:00:00.000,429,12.36,,
284,2024-09-23 02:00:00.000,338,11.23,,
285,2024-09-23 01:00:00.000,132,11.40,,
285,2024-09-23 02:00:00.000,533,11.10,,
286,2024-09-23 01:00:00.000,182,11.55,,
286,2024-09-23 02:00:00.000,457,10.81,,
287,2024-09-23 02:00:00.000,314,11.49,,
287,2024-09-23 03:00:00.000,183,10.15,,
287,2024-09-23 04:00:00.000,84,9.90,,
288,2024-09-23 03:00:00.000,304,9.86,,
288,2024-09-23 04:00:00.000,132,9.74,,
289,2024-09-23 03:00:00.000,256,10.31,,
289,2024-09-23 04:00:00.000,216,9.80,,
290,2024-09-23 03:00:00.000,172,10.64,,
290,2024-09-23 04:00:00.000,347,10.67,,
290,2024-09-23 05:00:00.000,40,11.20,,
291,2024-09-23 04:00:00.000,300,10.53,,
291,2024-09-23 05:00:00.000,284,11.26,,
292,2024-09-23 04:00:00.000,333,10.90,,
292,2024-09-23 05:00:00.000,279,11.19,,
293,2024-09-23 04:00:00.000,243,11.25,,
293,2024-09-23 05:00:00.000,227,11.74,,
